public_trajectory_id,packet_id,case_id,doctor_model,trajectory_status,turns_completed,retained_event_count,doctor_message_count,doctor_turn_count,workspace_turn_count,workspace_entry_count,workspace_result_count,doctor_operation_routing_count,has_workspace,turns_per_workspace_turn,first_workspace_turn,last_workspace_turn,family_message_count,patient_message_count,doctor_system_notification_count,runtime_error_category,runtime_error_type,closure_status,closure_kind,case_disease_domain,case_target_problem,case_starting_phase,case_friction_intensity,case_primary_friction,case_secondary_frictions,case_tool_dependency,case_expected_turn_budget_category,case_high_order_capability_domains,aggregate_score_mean,aggregate_score_median,judge_score_range,judge_score_std,score_minus_case_mean,failure_flags,primary_failure_mode,low_score,very_low_score,below_strong,high_turn,very_high_turn,no_workspace,sparse_workspace,heavy_workspace,high_judge_disagreement,workspace_underuse_candidate,workspace_overuse_candidate,long_or_tool_intensive_low_score,closed_but_low_score,model_specific_weakness,serious_error_any_judge,minor_or_moderate_error_any_judge,important_non_chain_defect_any_judge
case_CL120_EHR_036__DeepSeek-V3.2,case_CL120_EHR_036__anon_08123e32b3438ac5,case_CL120_EHR_036,DeepSeek-V3.2,closed_success,20,96,20,20,8,18,16,17,True,2.5,1,19,0,21,4,,,closed,terminal_safe_episode_closed,endocrine_metabolic,obesity_sleep_apnea_metabolic_risk,discharge_transition,light,low_adherence_or_refusal,caregiver_conflict_or_fatigue | document_or_image_quality_problem,high,medium,HO1 | HO2 | HO3 | HO4,2.25,1.5,4,1.6393596310755,-0.5,low_score | very_low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,True,True,False,True,True,True,False,True,True,False
case_CL120_EHR_037__DeepSeek-V3.2,case_CL120_EHR_037__anon_36dd3cfd6dbcc7e8,case_CL120_EHR_037,DeepSeek-V3.2,closed_success,37,164,37,37,16,30,29,29,True,2.3125,1,28,38,0,1,,,closed,terminal_safe_episode_closed,endocrine_metabolic,diabetic_foot_wound_and_sick_day_medication_safety,home_execution_failure,light,external_system_gap,document_or_image_quality_problem | delayed_or_staged_result_return,high,medium,HO1 | HO2 | HO3 | HO4,3.25,3.5,4,1.479019945774904,0.25,below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | serious_error_any_judge,long_or_tool_intensive_low_score,False,False,True,False,False,False,False,True,True,False,True,True,False,False,True,False,False
case_CL120_EHR_038__DeepSeek-V3.2,case_CL120_EHR_038__anon_2ed645a7894b16b2,case_CL120_EHR_038,DeepSeek-V3.2,closed_success,47,181,47,47,17,30,28,28,True,2.764705882352941,1,47,48,0,0,,,closed,terminal_safe_episode_closed,endocrine_metabolic,postoperative_glucose_variability_and_medication_safety,home_execution_failure,light,misstated_family_or_patient_information,delayed_or_staged_result_return | low_adherence_or_refusal,high,short,HO1 | HO2 | HO3 | HO4,3.5,4.0,4,1.6583123951777,0.8500000000000001,heavy_workspace | high_judge_disagreement | serious_error_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
case_CL120_EHR_039__DeepSeek-V3.2,case_CL120_EHR_039__anon_641a789b8e12f988,case_CL120_EHR_039,DeepSeek-V3.2,closed_success,26,145,26,26,12,32,28,28,True,2.1666666666666665,1,26,0,27,4,,,closed,terminal_safe_episode_closed,renal_urology,ckd_med_reconciliation,post_handoff,light,cost_transport_or_work_barrier,low_adherence_or_refusal | external_system_gap,high,medium,HO1 | HO2 | HO3 | HO4,2,1.0,4,1.7320508075688772,-1.25,low_score | very_low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True
case_CL120_EHR_040__DeepSeek-V3.2,case_CL120_EHR_040__anon_da9908bde08f5e9a,case_CL120_EHR_040,DeepSeek-V3.2,closed_success,15,86,15,15,5,19,16,16,True,3.0,1,10,16,0,3,,,closed,terminal_safe_episode_closed,renal_urology,uti_culture_action,post_handoff,light,privacy_stigma_or_sensitive_history,external_system_gap | misstated_family_or_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,4.25,5.0,3,1.299038105676658,2.15,high_judge_disagreement | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
case_CL120_EHR_041__DeepSeek-V3.2,case_CL120_EHR_041__anon_35b44e9a0c0cedcf,case_CL120_EHR_041,DeepSeek-V3.2,closed_success,55,235,55,55,19,44,36,39,True,2.8947368421052633,1,55,56,0,4,,,closed,terminal_safe_handoff_closed,renal_urology,renal_function_abnormality_warning_and_result_followup,result_return,moderate,incomplete_patient_information,misstated_family_or_patient_information | cost_transport_or_work_barrier,high,medium,HO1 | HO2 | HO3 | HO4,3.25,3.5,4,1.7853571071357126,-0.04999999999999982,below_strong | high_turn | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,long_or_tool_intensive_low_score,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,False
case_CL120_EHR_042__DeepSeek-V3.2,case_CL120_EHR_042__anon_e627441ec3a35195,case_CL120_EHR_042,DeepSeek-V3.2,closed_success,5,53,5,5,3,15,12,12,True,1.6666666666666667,1,3,0,6,3,,,closed,terminal_safe_episode_closed,renal_urology,stone_colic,result_return,moderate,medication_confusion_or_execution_failure,cost_transport_or_work_barrier | privacy_stigma_or_sensitive_history,high,medium,HO1 | HO2 | HO3 | HO4,2.25,1.5,4,1.6393596310755,-1.2999999999999998,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,True,True,True,True
case_CL120_EHR_043__DeepSeek-V3.2,case_CL120_EHR_043__anon_d47fbc484c2a4a5a,case_CL120_EHR_043,DeepSeek-V3.2,closed_success,21,74,21,21,5,10,9,9,True,4.2,1,16,22,0,3,,,closed,terminal_safe_episode_closed,renal_urology,anticoagulation_and_hematuria,home_execution_failure,moderate,caregiver_conflict_or_fatigue,privacy_stigma_or_sensitive_history | incomplete_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,2.5,2.0,4,1.5,-1.4,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,True,True,True,True
case_CL120_EHR_044__DeepSeek-V3.2,case_CL120_EHR_044__anon_038fe0f7fa572644,case_CL120_EHR_044,DeepSeek-V3.2,closed_success,75,275,75,75,20,43,38,39,True,3.75,1,75,0,76,3,,,closed,terminal_safe_episode_closed,renal_urology,ckd_med_reconciliation,home_execution_failure,moderate,document_or_image_quality_problem,incomplete_patient_information | medication_confusion_or_execution_failure,high,medium,HO1 | HO2 | HO3 | HO4,3.25,3.5,4,1.7853571071357126,-0.04999999999999982,below_strong | high_turn | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,long_or_tool_intensive_low_score,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True
case_CL120_EHR_045__DeepSeek-V3.2,case_CL120_EHR_045__anon_769fbf5023ff33f2,case_CL120_EHR_045,DeepSeek-V3.2,closed_success,9,62,9,9,4,16,13,13,True,2.25,1,6,0,10,1,,,closed,terminal_safe_handoff_closed,renal_urology,uti_culture_action,longitudinal_followup,moderate,delayed_or_staged_result_return,medication_confusion_or_execution_failure | caregiver_conflict_or_fatigue,high,medium,HO1 | HO2 | HO3 | HO4,2.75,2.5,4,1.7853571071357126,0.3999999999999999,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False
case_CL120_EHR_046__DeepSeek-V3.2,case_CL120_EHR_046__anon_3a3f968ec375ac99,case_CL120_EHR_046,DeepSeek-V3.2,open_at_100,100,275,100,100,18,24,21,23,True,5.555555555555555,1,91,101,0,3,,,soft_closed,milestone_closed_but_not_terminal,renal_urology,aki_warning,longitudinal_followup,moderate,low_adherence_or_refusal,caregiver_conflict_or_fatigue | document_or_image_quality_problem,high,medium,HO1 | HO2 | HO3 | HO4,3.25,3.5,2,0.82915619758885,0.1499999999999999,below_strong | high_turn | very_high_turn | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | minor_or_moderate_error_any_judge,open_at_100,False,False,True,True,True,False,False,True,True,False,True,True,False,False,False,True,False
case_CL120_EHR_047__DeepSeek-V3.2,case_CL120_EHR_047__anon_2cc401984b81b919,case_CL120_EHR_047,DeepSeek-V3.2,closed_success,10,40,10,10,1,5,4,4,True,10.0,1,1,11,0,6,,,closed,terminal_safe_episode_closed,renal_urology,stone_colic,discharge_transition,moderate,external_system_gap,document_or_image_quality_problem | delayed_or_staged_result_return,high,medium,HO1 | HO2 | HO3 | HO4,2,2.0,0,0.0,-0.2999999999999998,low_score | very_low_score | below_strong | sparse_workspace | workspace_underuse_candidate | closed_but_low_score | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
case_CL120_EHR_048__DeepSeek-V3.2,case_CL120_EHR_048__anon_79595fcaef7506a4,case_CL120_EHR_048,DeepSeek-V3.2,closed_success,10,49,10,10,3,11,8,9,True,3.3333333333333335,1,6,11,0,0,,,closed,terminal_safe_episode_closed,renal_urology,renal_function_electrolyte_and_urine_color_medication_safety,home_execution_failure,moderate,misstated_family_or_patient_information,delayed_or_staged_result_return | low_adherence_or_refusal,high,medium,HO1 | HO2 | HO3 | HO4,2.5,2.5,3,1.5,-0.5,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True
case_CL120_EHR_049__DeepSeek-V3.2,case_CL120_EHR_049__anon_ca79bd5077c7eb52,case_CL120_EHR_049,DeepSeek-V3.2,closed_success,5,34,5,5,3,8,7,7,True,1.6666666666666667,1,3,0,6,1,,,closed,terminal_bounded_episode_closed,respiratory,pulmonary_sequestration_interventional_planning_and_cost_barrier,pre_handoff,moderate,cost_transport_or_work_barrier,low_adherence_or_refusal | external_system_gap,high,medium,HO1 | HO2 | HO3 | HO4,2.5,2.0,4,1.5,-1.15,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,True,True,True,True
case_CL120_EHR_050__DeepSeek-V3.2,case_CL120_EHR_050__anon_797a24c477c78e1c,case_CL120_EHR_050,DeepSeek-V3.2,closed_success,38,233,38,38,21,52,47,47,True,1.8095238095238095,1,36,39,0,10,,,closed,terminal_safe_episode_closed,gastro_hepatology,viral_hepatitis_cirrhosis,post_handoff,heavy,privacy_stigma_or_sensitive_history,external_system_gap | misstated_family_or_patient_information,high,long,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,1.5,below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | minor_or_moderate_error_any_judge,long_or_tool_intensive_low_score,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False
case_CL120_EHR_051__DeepSeek-V3.2,case_CL120_EHR_051__anon_2dcf97be55cbc743,case_CL120_EHR_051,DeepSeek-V3.2,closed_success,38,175,38,38,16,33,31,31,True,2.375,1,38,39,0,3,,,closed,terminal_safe_episode_closed,gastro_hepatology,abdominal_pain,post_handoff,heavy,incomplete_patient_information,misstated_family_or_patient_information | cost_transport_or_work_barrier,high,long,HO1 | HO2 | HO3 | HO4,3,3.0,4,2.0,0.1499999999999999,low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | serious_error_any_judge,long_or_tool_intensive_low_score,True,False,True,False,False,False,False,True,True,False,True,True,True,False,True,False,False
case_CL120_EHR_052__DeepSeek-V3.2,case_CL120_EHR_052__anon_b87874fc33f36149,case_CL120_EHR_052,DeepSeek-V3.2,open_at_100,100,463,100,100,41,89,81,83,True,2.4390243902439024,1,100,101,0,7,,,open,open_progressing,gastro_hepatology,pancreatitis,result_return,extreme,medication_confusion_or_execution_failure,cost_transport_or_work_barrier | privacy_stigma_or_sensitive_history,high,extra_long,HO1 | HO2 | HO3 | HO4,2,1.5,3,1.224744871391589,-1.35,low_score | very_low_score | below_strong | high_turn | very_high_turn | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,open_at_100,True,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True
case_CL120_EHR_053__DeepSeek-V3.2,case_CL120_EHR_053__anon_7a0e273e4adcd125,case_CL120_EHR_053,DeepSeek-V3.2,closed_success,4,38,4,4,2,10,8,8,True,2.0,1,2,5,0,3,,,closed,terminal_safe_episode_closed,renal_urology,lupus_nephritis_steroid_and_followup_after_negative_covid_result,result_return,light,caregiver_conflict_or_fatigue,privacy_stigma_or_sensitive_history | incomplete_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,-0.3500000000000001,below_strong | high_judge_disagreement | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
case_CL120_EHR_054__DeepSeek-V3.2,case_CL120_EHR_054__anon_ee97492d3659a880,case_CL120_EHR_054,DeepSeek-V3.2,closed_success,8,58,8,8,5,13,12,12,True,1.6,1,7,9,0,4,,,closed,terminal_safe_episode_closed,gastro_hepatology,gi_bleeding,home_execution_failure,light,document_or_image_quality_problem,incomplete_patient_information | medication_confusion_or_execution_failure,high,medium,HO1 | HO2 | HO3 | HO4,2.75,2.5,4,1.7853571071357126,0.2999999999999998,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True
case_CL120_EHR_055__DeepSeek-V3.2,case_CL120_EHR_055__anon_6d808dd79d88e652,case_CL120_EHR_055,DeepSeek-V3.2,closed_success,43,214,43,43,18,44,38,39,True,2.388888888888889,1,42,44,0,6,,,closed,terminal_safe_episode_closed,gastro_hepatology,viral_hepatitis_cirrhosis,home_execution_failure,light,delayed_or_staged_result_return,medication_confusion_or_execution_failure | caregiver_conflict_or_fatigue,high,medium,HO1 | HO2 | HO3 | HO4,3.25,3.5,4,1.479019945774904,-0.10000000000000009,below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,long_or_tool_intensive_low_score,False,False,True,False,False,False,False,True,True,False,True,True,False,False,True,True,False
case_CL120_EHR_056__DeepSeek-V3.2,case_CL120_EHR_056__anon_45b866f341c1fb75,case_CL120_EHR_056,DeepSeek-V3.2,closed_success,17,105,17,17,9,23,20,21,True,1.8888888888888888,1,14,18,0,6,,,closed,terminal_safe_episode_closed,gastro_hepatology,abdominal_pain,longitudinal_followup,light,low_adherence_or_refusal,caregiver_conflict_or_fatigue | document_or_image_quality_problem,high,medium,HO1 | HO2 | HO3 | HO4,3.75,4.0,3,1.0897247358851685,0.3999999999999999,heavy_workspace | high_judge_disagreement | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
case_CL120_EHR_057__DeepSeek-V3.2,case_CL120_EHR_057__anon_6b8fb2cf81fb25fa,case_CL120_EHR_057,DeepSeek-V3.2,closed_success,14,68,14,14,6,13,12,12,True,2.3333333333333335,1,13,0,15,2,,,closed,terminal_safe_episode_closed,gastro_hepatology,pancreatitis,discharge_transition,light,external_system_gap,document_or_image_quality_problem | delayed_or_staged_result_return,high,medium,HO1 | HO2 | HO3 | HO4,3.75,4.0,3,1.0897247358851685,1.65,heavy_workspace | high_judge_disagreement | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
case_CL120_EHR_058__DeepSeek-V3.2,case_CL120_EHR_058__anon_9bb5dc8d1e3ae6f8,case_CL120_EHR_058,DeepSeek-V3.2,closed_success,7,48,7,7,3,11,9,9,True,2.3333333333333335,1,3,8,0,4,,,closed,terminal_safe_episode_closed,gastro_hepatology,colonoscopy_or_pathology_followup,discharge_transition,moderate,misstated_family_or_patient_information,delayed_or_staged_result_return | low_adherence_or_refusal,high,medium,HO1 | HO2 | HO3 | HO4,2.5,2.0,4,1.5,-0.3999999999999999,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False
case_CL120_EHR_059__DeepSeek-V3.2,case_CL120_EHR_059__anon_4e948cee55026555,case_CL120_EHR_059,DeepSeek-V3.2,closed_success,45,141,45,45,12,16,15,15,True,3.75,1,43,21,25,4,,,closed,terminal_safe_episode_closed,gastro_hepatology,gi_bleeding,pre_handoff,moderate,cost_transport_or_work_barrier,low_adherence_or_refusal | external_system_gap,high,medium,HO1 | HO2 | HO3 | HO4,3,3.0,4,2.0,-0.1499999999999999,low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,long_or_tool_intensive_low_score,True,False,True,False,False,False,False,True,True,False,True,True,True,False,True,True,True
